93.93398,93.78871,89.70058,88.16493,88.43471,88.74599,89.9496,92.64735,93.35292,94.72255,96.11293,96.86,98.68617,98.74843,99.88979,100.3878,101.8612,103.8122,107.174,109.0209,114.5824,116.1181,126.8053,132.1801,140.2941,144.2992,149.1759,151.1059,154.1149,155.3185,156.2939,156.5429,155.526,154.1357,154.2809,155.6298,155.7751,155.443,154.1149,152.2887,154.3432,161.4403,170.7167,178.478,186.8825,191.78,197.1547,202.4465,205.9535,212.2414,215.3957,220.9987,224.1738,227.7016,230.6899,232.8481,237.621,239.489,242.4565,244.9882,247.1049,250.7573,251.8571,253.2682,252.9155,253.3928,253.455,253.704,253.4965,253.6003,254.4926,257.8544,261.652,265.5949,267.6909,269.8283,270.7621,272.5468,273.4184,277.9838,279.644,283.4208,285.3923,287.3015,288.8163,289.7087,291.7009,292.863,294.8344,294.5439,294.8344,294.4609,296.1625,298.5698,300.2714,303.1352,303.737,305.3349,305.6047,305.8329,305.2104,303.9653,302.7824,299.3791,295.9343,292.8215,289.0654,285.6828,279.4572,277.7141,280.2043,282.9643,285.4753,287.9033,289.6879,293.4648,295.4777,299.0886,299.3168,300.9562,300.5827,299.7111,297.7812,295.872,293.0912,289.9162,286.7619,280.0798,277.4443,273.7297,272.7543,274.456,276.9877,280.5778,284.4377,286.8864,288.8786,290.4973,290.2897,290.6218,287.9448,286.7204,281.7814,277.0707,271.862,271.1564,271.613,272.1525,272.1733,271.5715,270.2226,269.0397,267.6701,265.8647,264.1215,261.6313,261.0502,261.2578,260.6144,259.7014,259.8051,260.7182,261.4653,260.822,261.3823,260.905,261.2578,259.5768,258.5392,261.8388,263.4782,268.687,270.6999,273.8127,276.4482,277.4028,279.2497,279.4987,279.1459,277.6933,275.7426,273.5222,272.4846,270.2018,268.7285,264.7441,262.4614,259.2656,257.4394,252.8325,249.1594,244.3657,239.738,234.4045,235.4628,241.4396,242.332,246.2541,246.6691,248.4123,248.35,248.9933,248.0595,247.5407,246.9182,243.4526,243.0168,243.8261,243.3696,244.4072,244.3242,245.0297,244.6977,244.2619,242.7055,240.5888,238.5344,233.6574,231.7482,224.3605,220.2101,209.5021,207.8005,205.4762,203.5878,200.6618,196.8849,190.9499,187.339,185.7411,184.662,182.7321,179.7646,177.5441,175.6142,172.1694,169.5751,166.317,162.644,157.4352,154.5507,146.2499,142.6391,131.018,126.6808,118.0273,114.5409,104.7253,100.5746,88.84975,81.23378,64.56996,58.40663,53.2394,48.73622,44.35756
95.09608,93.39442,89.41005,88.47621,89.05727,89.70058,92.0663,92.89638,93.99623,95.7394,96.96376,97.75233,99.05971,99.70302,101.3632,101.7575,104.2065,104.8705,108.5644,110.5773,117.0519,117.9442,129.7936,133.944,143.4276,146.1669,150.6701,152.9943,155.3808,156.5014,156.9787,156.7089,155.2355,154.2602,155.7336,156.0241,156.0241,155.6713,154.2809,152.5585,155.7336,163.5155,175.1784,181.819,189.0199,194.457,199.8525,203.8161,209.3361,213.362,218.3632,222.4098,225.7717,228.7807,231.3539,234.4045,237.455,241.0246,243.1205,245.9013,249.3876,251.1308,252.8117,253.3098,253.4343,253.4758,254.2643,254.1813,253.1645,254.4304,255.7585,260.1164,262.8141,267.2758,268.8945,270.9904,272.6091,274.124,275.8049,279.0837,281.5532,284.7075,287.1562,288.7748,290.0407,291.3066,292.6347,294.7929,294.9382,296.2248,295.291,295.789,298.1755,299.7941,301.7033,303.571,304.8784,306.0615,305.7292,306.02,304.7953,304.1935,302.0561,298.9433,297.2001,291.1406,289.1484,283.5661,278.8347,278.6686,282.3625,284.1679,287.4882,289.0446,291.3066,293.8383,297.0341,298.881,299.8771,300.5204,300.1469,299.0471,297.8642,294.8759,292.2404,289.1691,284.2302,279.4365,276.0124,274.1032,272.9826,274.1862,277.1537,282.1342,284.8112,288.2145,289.2314,290.4973,290.7048,289.2106,288.173,284.0019,280.7231,274.1447,272.194,271.9243,272.0073,272.0073,272.5676,271.1979,270.2433,269.019,268.3134,265.5119,263.1254,260.7805,260.5937,261.0087,260.8012,259.1826,259.3071,260.6974,260.9672,260.9672,261.2162,260.988,260.8012,258.8713,257.8752,261.0917,265.6779,269.2265,272.2978,274.6635,276.3029,277.9838,278.5649,278.6479,278.2121,276.6142,274.871,272.8788,271.6545,269.8491,267.7739,264.5366,261.154,258.1865,256.4018,252.2722,248.1218,242.3527,237.7663,236.0439,239.1362,241.8754,244.8637,246.2748,247.686,248.7028,248.7858,248.9726,248.1425,247.1257,245.258,243.3281,243.162,243.5148,243.9921,243.8884,244.926,244.4902,244.6769,243.5563,241.5434,239.7587,236.5004,233.2839,228.3864,222.9286,216.1635,208.1325,205.58,204.8122,201.4296,199.3959,194.2079,189.0822,185.9902,184.5168,183.2924,181.6322,177.9592,176.5895,173.1862,171.8996,167.2716,164.2419,160.714,155.1732,150.2758,144.3615,136.7455,131.2255,121.6173,115.6408,110.6603,101.7575,96.13368,85.73695,74.5724,62.14198,54.42226,50.76991,45.08388,40.12416
75.50624,72.70473,70.11073,70.31825,71.14833,72.14442,74.44789,75.13271,76.58534,77.51918,78.84731,79.86415,80.67348,81.64882,82.74867,84.20131,86.02748,87.56313,91.85878,94.88857,99.30873,105.3271,113.6071,121.4098,125.4772,130.2709,133.0309,134.9401,137.1606,137.1606,137.4511,135.4796,135.3344,135.8739,136.1645,136.8285,136.0399,134.6496,134.027,134.4836,139.4848,153.1396,159.8009,166.6698,172.5429,178.3327,182.7321,188.0861,191.5932,197.6943,200.475,204.8537,207.7797,210.8302,212.6979,216.8483,219.2348,222.7626,224.7341,228.5109,230.2333,232.184,232.9726,233.0763,232.7236,233.8234,233.0556,233.9479,233.0763,234.4667,237.2682,241.7717,245.0712,248.4953,250.1762,251.6288,253.0192,254.5549,257.7092,260.8012,262.5029,265.6572,267.2758,269.019,269.4548,271.7582,272.8166,274.0202,274.5805,274.8295,274.3107,275.9294,278.0253,279.9345,282.1965,283.5453,284.6037,285.4545,285.3715,284.9565,283.6491,282.3417,280.1005,276.1784,273.6259,268.4794,264.5158,259.9504,257.7922,260.3239,263.2914,265.6572,267.7116,269.517,271.945,275.0993,276.3237,278.6686,278.7101,279.2704,278.3781,277.382,274.8295,272.2563,269.5585,264.7233,259.5976,255.966,253.123,252.4382,252.6664,254.5549,259.5561,262.1916,266.4457,267.6494,269.2888,269.268,269.0812,267.5663,264.4951,261.6105,254.6379,252.0439,250.944,251.3591,251.2761,251.3176,251.1723,249.5952,248.7858,247.3332,245.6108,243.6601,240.8793,239.6757,239.3437,239.572,239.4474,238.6589,238.9702,239.7172,239.2192,239.8417,239.2814,239.1154,237.4965,236.0439,237.6418,243.7016,245.7975,249.8857,251.5666,254.2851,255.7792,256.3395,257.3149,255.9453,255.3434,253.5795,252.1476,250.2385,248.9518,246.4616,243.9714,240.1323,237.7248,235.7326,231.7482,228.2619,222.5966,218.799,213.9638,216.8068,220.5007,222.9079,224.5265,226.581,227.5563,228.0129,227.7431,227.162,225.9999,223.904,222.5759,221.7458,221.4552,222.4306,221.9118,223.2814,222.6796,222.8041,222.2023,220.4799,218.9028,215.6447,212.4904,208.8381,202.2597,197.5905,188.0861,185.1393,183.6452,181.7153,178.1667,174.9294,169.0771,165.7982,162.6855,162.3327,160.299,158.2238,155.0695,153.7414,149.7362,148.0346,143.2616,141.0619,135.1061,130.3539,124.2528,117.6745,109.768,104.746,95.55263,90.48915,82.89394,75.02895,65.58681,55.3976,40.62221,36.32655,29.10461,26.57288,20.30579,17.96082
80.59047,79.76039,75.79677,74.13661,73.92909,75.85902,77.18715,78.68129,80.19618,80.90175,82.12611,83.64101,83.99379,85.07289,86.08974,87.8744,89.34779,91.19472,93.35292,97.79384,99.82753,106.3024,113.8976,121.5966,127.5524,132.5121,135.9569,138.5717,140.6884,141.6845,141.643,141.1449,140.3771,140.2111,140.6261,141.892,140.6676,140.9167,139.2565,137.1398,141.5185,151.5832,162.0214,168.2055,175.3859,180.2626,185.3261,189.8708,194.6437,199.3129,203.4426,207.6967,211.7848,214.0053,216.8691,218.7782,223.3644,225.5226,228.8014,231.7275,234.1969,236.6457,237.8493,238.2023,237.9738,238.3268,239.3644,238.6174,238.7834,239.5097,241.5019,244.0959,248.7651,251.9816,254.9907,256.2565,257.9789,258.8505,260.4899,264.163,266.8815,269.2265,272.1318,273.1694,274.7673,275.9501,276.9877,278.8762,279.7062,280.2665,279.81,280.1005,282.4247,284.7697,286.1808,288.4636,289.1069,290.1237,290.5803,291.3273,290.518,289.0031,287.4467,284.4377,280.6193,277.299,272.4638,269.268,263.6235,264.3083,267.5871,269.351,272.0488,273.6882,275.4936,278.7516,280.5986,282.2587,284.1264,284.0019,284.1679,283.3171,281.6569,279.976,275.8671,272.6713,267.7116,263.7895,259.8051,258.7468,257.3771,258.7883,262.3991,265.1176,269.3718,271.5922,273.5637,274.3937,274.29,274.4767,271.4885,268.8737,263.7895,258.975,257.0036,256.6093,256.3603,256.9413,256.7961,256.4848,255.2812,253.9323,252.5419,250.2177,247.9557,245.2165,245.0297,245.4448,244.5317,243.9714,243.8261,245.3203,244.6769,245.0505,244.5524,245.5693,244.1996,242.166,240.7963,245.9221,249.9272,253.1022,255.9868,258.228,260.6767,262.0878,261.9426,262.1708,261.5275,260.0956,258.7468,256.6923,255.1774,253.0607,251.2346,248.0595,244.2411,242.4772,239.9247,236.0854,231.5407,226.8508,221.9533,220.6874,224.7341,227.1205,230.4616,231.9765,233.5121,234.0309,234.861,234.28,233.8649,231.9972,229.341,227.7638,227.3903,227.6601,228.1996,228.8429,229.5693,228.3034,228.6147,227.1413,225.1283,224.0285,220.7912,217.5746,212.2206,206.7836,199.1676,193.2118,190.9291,189.684,187.9201,183.2509,181.487,172.3354,170.7167,168.9525,167.9149,165.7775,163.7646,160.9423,159.1576,155.3393,152.9735,147.8893,144.4652,140.3771,134.7326,127.7392,120.9325,114.1674,106.0119,101.5499,93.1869,87.02357,77.33241,67.45448,56.49745,42.82191,40.55995,33.7738,30.30823,26.38611
82.39589,81.08852,77.33241,76.21181,76.52309,77.87196,79.26234,80.63197,81.73183,83.47499,84.36732,85.94447,86.02748,87.68764,87.54237,90.21938,91.46449,94.03773,95.03383,100.1803,102.2558,109.4152,114.8107,124.6471,129.2333,135.7287,138.0944,141.7052,143.0334,144.569,143.5937,144.3407,142.141,142.3278,143.1164,143.5314,143.5314,143.0126,141.4562,139.6715,142.8881,156.4391,163.391,171.9618,178.5195,182.9189,188.0238,192.0705,196.6982,201.5541,205.8913,210.3114,213.196,216.2465,219.1103,220.978,225.9169,228.3864,231.0634,234.6535,236.3136,238.9494,240.0078,240.8586,240.7341,240.6303,241.4189,240.8378,241.0661,241.4396,244.4902,247.7897,252.8325,255.2604,257.9997,259.8674,261.1747,262.1708,263.2499,266.7155,269.9113,271.862,274.373,275.7634,277.465,277.7763,280.3703,280.9099,282.321,282.5078,282.8398,283.4623,284.9565,286.9487,289.2106,290.1652,291.9499,291.8876,293.112,293.9213,292.8215,292.4894,289.2936,287.6335,282.7568,280.0383,275.2446,270.4716,265.8439,267.8361,270.6584,272.8996,275.1201,276.718,278.6064,280.8683,283.0681,285.247,285.6828,286.5129,286.0356,286.4091,284.4377,281.3664,278.8139,274.8088,270.9904,265.5119,261.8388,260.5522,259.8674,262.2746,263.9555,268.7077,271.696,274.0202,275.9916,277.0915,276.8217,276.0954,273.8957,271.53,265.6157,263.0632,258.8298,259.0788,258.8505,259.3278,259.9504,258.6845,257.9374,255.966,254.9077,252.5419,249.8857,247.7067,248.0595,247.4992,247.0219,245.8391,245.9013,246.8974,246.6691,246.3371,247.437,246.1503,246.0466,244.1581,242.8508,248.1218,252.0024,254.9284,258.5392,260.0334,263.416,263.2499,265.0346,264.0178,263.6027,262.0048,260.4069,258.4355,257.4809,255.6962,252.3137,249.2216,246.7729,243.8054,242.332,236.7287,232.9103,228.5109,224.0285,222.8871,226.9545,229.839,233.3461,234.5082,237.289,237.2475,237.5173,237.1437,235.8986,234.529,232.35,229.5485,230.2333,230.4616,231.0842,231.603,231.2087,231.4577,230.0466,229.3202,228.6147,225.7094,222.9079,219.5876,214.3166,208.4023,202.9238,195.1833,194.6022,192.278,191.3857,186.1977,182.7321,176.382,173.539,171.4638,171.2148,167.9357,167.0434,163.2873,161.5648,158.1823,154.7375,151.0021,146.5612,142.0373,137.2436,130.1464,123.9001,116.8236,109.3737,102.8991,95.8224,88.55922,80.98476,68.88637,56.12392,47.09682,41.14101,37.3434,31.71936,27.54822
82.89394,81.9601,77.6852,77.47768,78.47377,78.59828,80.15468,82.10536,84.45033,84.88612,86.00673,86.60854,87.18959,87.97816,89.36855,90.55141,92.87563,94.78481,96.92226,100.6784,103.9989,110.349,119.3346,125.2697,133.0309,136.5795,140.0036,143.1371,144.1955,146.1669,145.3576,145.3991,143.4484,143.5937,144.071,144.9633,144.5482,143.7597,142.3693,141.394,144.8595,157.788,165.0927,174.0993,179.7646,185.4091,188.8954,194.3117,197.632,203.2765,205.9743,211.1208,214.1506,217.8652,219.9819,223.7172,226.415,229.9428,232.3293,236.1684,237.8908,240.5473,241.2114,242.1867,241.9377,242.2905,242.913,242.1245,241.8754,243.0998,245.507,250.5497,253.9116,256.7546,260.0749,261.2785,263.7272,263.1462,264.9516,268.2304,270.2226,273.7504,275.5558,276.8632,278.1498,278.8554,281.2211,282.0512,283.4416,283.8566,283.8359,284.3547,286.1808,288.007,290.1237,290.8708,292.8007,293.7761,294.6269,294.3156,294.2741,292.4894,291.4311,287.5505,285.1225,280.3495,276.1577,271.7582,267.6909,269.3303,272.8788,274.29,277.0085,279.395,280.142,282.3625,283.1303,285.6828,286.4714,286.8242,287.343,285.9111,286.0356,282.155,280.1628,276.1369,270.3264,266.6533,263.1669,262.0671,261.8596,262.8349,266.3005,268.3964,272.4846,274.6635,277.0292,277.1745,277.5895,276.8632,274.8918,271.3847,267.5248,261.9633,260.3862,260.3654,260.2617,261.1125,261.486,259.9919,259.1411,257.0451,256.5263,254.0361,251.6081,249.1594,249.0349,248.7858,248.4538,247.5615,247.1257,247.7275,247.5407,247.8935,248.2878,247.1672,247.1049,244.6147,244.9052,249.7404,253.289,257.0036,259.4316,262.4199,263.582,265.8854,265.3666,265.7817,264.7233,263.9763,261.735,259.3071,258.145,256.1528,253.2682,250.2592,247.0219,244.4902,241.3151,238.1608,234.695,228.5939,226.8092,226.0207,228.6147,232.1217,234.5082,235.9816,237.6833,238.9909,239.5512,238.2646,238.0986,235.5873,233.5536,231.7482,230.8766,231.7275,232.3085,232.2463,233.2839,231.9765,232.1633,230.5238,229.258,227.2243,223.9455,220.9364,215.4372,208.7551,203.1313,196.9264,195.8888,193.8551,192.4648,188.1069,184.3715,178.7477,174.6388,173.5805,171.7751,169.7411,167.7904,164.9059,163.0797,160.0707,156.0448,152.5585,147.2875,143.3239,138.3849,131.7858,126.9713,116.4916,110.9923,104.6422,96.50722,92.14931,79.38686,71.45961,57.5143,46.95155,43.46523,37.05287,34.16835,29.4574
83.89003,82.85243,79.2831,78.7643,79.67738,80.25844,81.89784,83.99379,85.23891,86.15199,86.83681,87.85365,88.14418,88.49696,90.34389,91.85878,93.91322,96.13368,98.06361,102.0275,105.3478,111.5319,119.9157,126.7223,133.8195,137.7624,141.9543,143.8427,145.6066,146.5819,147.0385,146.1254,144.735,144.403,144.7143,145.8764,145.4821,145.3783,143.2824,142.0788,146.8102,159.5312,166.4416,176.4028,180.8437,186.6957,191.5517,194.9965,199.4997,203.5048,208.672,211.8263,216.6823,218.6537,221.808,224.9623,228.0129,231.1257,234.5082,236.1476,239.3644,241.3359,242.3735,242.7885,243.4111,243.3903,243.3488,243.2658,243.079,244.1166,248.018,251.5043,255.3019,258.9335,261.2162,263.2707,264.246,265.3459,266.1967,268.7907,271.5715,274.4767,276.4274,278.4611,279.0214,280.3495,281.9059,283.5453,284.5622,284.8942,285.413,285.8696,287.3222,289.0239,290.5595,292.2197,293.4855,294.5231,295.623,295.1457,295.5815,294.0043,292.2819,289.0654,285.1848,281.9474,277.382,272.5053,269.5585,270.6169,274.0202,275.8671,279.3535,280.2665,282.3832,283.0058,284.832,286.3676,287.4675,288.1315,288.0485,286.9072,286.0563,283.6284,281.2834,277.4028,271.696,268.0021,264.7026,263.499,263.2707,263.8102,267.6909,270.1188,273.3561,276.4067,277.216,278.6479,278.2951,278.0668,275.5351,272.0073,269.5378,262.5236,261.3823,261.8596,261.8596,262.5444,262.1293,261.9633,260.9257,258.4562,257.7714,254.3681,253.2682,250.4045,249.6159,249.6574,249.6367,248.3293,247.9765,248.267,247.9765,248.184,248.3085,247.7275,247.2502,244.7807,244.3657,250.4667,253.8493,257.5016,261.2162,262.9387,265.0139,266.0307,266.3005,266.1137,265.7402,264.3498,262.1086,260.6559,258.7883,256.5471,254.3058,250.0309,248.2048,244.7807,242.249,238.0778,233.5744,229.9635,225.7717,225.9792,229.424,233.2631,235.8571,238.0778,239.6757,239.9247,241.0038,239.8417,239.1569,236.8117,234.2384,232.5575,232.2463,232.2878,232.6821,233.3876,233.4499,233.4706,232.1633,231.5199,230.3163,227.5978,226.3527,219.9196,217.4086,208.423,202.6332,197.5075,195.9303,195.1003,192.9421,189.2482,184.828,179.5778,175.884,174.9709,173.1862,170.3017,168.1432,166.1718,164.0551,160.5688,156.8127,153.8659,148.2006,144.4445,138.4057,132.9064,125.83,119.0441,110.5565,105.8459,97.46181,89.67982,80.19618,69.38441,56.4352,48.38344,43.90102,38.52626,33.81531,32.19666
84.01454,83.12221,79.42836,79.8849,80.83949,81.10927,82.29213,84.92763,86.13124,87.04433,88.10268,88.20644,88.60072,89.76283,91.31923,93.02089,94.76405,97.19203,99.12196,103.0858,106.4477,112.6525,121.4721,129.1295,134.276,139.4848,142.3485,145.067,147.1215,147.8893,148.1591,146.831,146.4574,144.984,146.0216,146.4782,146.0216,145.7311,144.4445,142.6183,145.0878,159.3859,168.662,176.7348,183.2094,187.422,192.5685,195.9511,200.5788,204.2519,210.0209,212.8224,217.3879,219.8781,223.2192,224.7341,229.424,231.5199,235.193,237.0192,240.236,242.0622,243.6393,243.6393,243.5563,244.1789,244.3242,244.2411,244.4279,245.8806,249.1801,252.8325,257.7714,260.0749,263.1047,264.2045,266.093,265.9892,267.1721,269.6,273.2731,274.4352,278.3159,278.9592,281.3871,280.9306,282.736,284.5414,285.2678,286.3261,286.4921,286.9072,288.1315,290.7878,291.5556,293.527,295.0004,295.7682,296.4531,296.9719,295.9135,295.6852,293.5063,290.2067,287.2807,281.5739,278.5026,272.277,271.9035,273.3976,274.8503,277.9423,280.0383,282.0097,283.4416,284.9772,285.1225,287.0732,287.5297,288.9409,288.5258,288.007,286.6166,284.3962,282.3625,278.4611,272.36,268.7907,265.5742,264.5573,263.582,265.5327,266.342,271.9658,273.5637,276.9462,278.2121,279.644,279.6647,277.8593,276.9255,272.3185,269.3718,263.4782,262.5651,263.0217,263.3952,263.665,263.7065,262.8557,262.0463,259.6599,259.1411,256.049,254.0983,250.944,250.2592,250.4667,250.7573,249.1386,248.9726,248.4953,249.4706,248.6821,249.0141,247.9765,247.7067,245.8183,245.5693,251.8986,254.9492,258.975,261.7766,264.4951,266.3212,267.3173,267.3588,266.8608,266.4457,264.9931,263.3952,260.8842,259.4108,256.6301,254.6794,250.197,248.8688,245.7145,242.6017,239.572,234.363,230.1711,226.2074,227.6808,229.839,235.1723,236.2721,239.4267,240.0285,242.2282,240.9623,241.4189,239.738,238.6589,235.3798,232.9933,232.184,233.3046,233.3876,234.4252,234.1139,233.9272,233.0971,232.9726,230.1088,229.1127,224.651,221.7458,215.0221,210.0002,202.6332,197.6943,197.0925,195.8473,193.8967,190.7839,187.1108,179.4533,177.0461,175.1991,173.9748,171.6091,168.5583,166.5661,163.8891,161.1913,158.203,153.4716,149.7155,144.0294,139.8998,133.3214,127.2826,119.7912,111.3866,106.9872,97.66933,92.64735,79.61513,70.89931,56.16542,49.27577,44.68959,40.60146,34.62489,31.24207
84.15981,84.47108,80.81874,80.42445,81.25453,81.58656,83.99379,85.36342,87.77065,87.50087,89.30629,88.76674,88.89125,90.38539,90.94569,93.83022,94.72255,97.60707,99.37099,102.7123,107.6098,112.196,123.2775,127.7184,136.0607,139.3395,144.0087,145.3368,147.7025,148.6364,148.5949,147.5988,146.5819,145.5443,146.1877,147.0592,146.6649,145.8141,144.984,143.6974,148.6571,159.6557,171.4015,176.8593,185.2431,188.4181,193.5854,197.1132,201.9692,205.165,210.4567,214.0883,217.6991,220.2309,223.1984,225.7717,229.59,232.2255,234.9648,238.2646,240.1115,242.9753,243.4526,244.1374,243.9299,244.5939,244.6977,244.9675,244.7807,246.6276,249.2424,255.0944,257.7507,261.3408,263.3537,265.5327,266.1967,267.1513,267.9399,270.5754,273.0034,275.9916,278.2121,279.81,281.4079,281.8852,282.8605,284.6245,286.2639,286.8034,288.2768,287.426,289.1691,290.8708,293.444,294.8344,295.9135,296.5153,297.3869,297.0341,297.9887,295.3325,294.7514,290.6633,287.6127,282.8398,278.2328,274.2485,270.7621,273.1486,276.0954,278.7101,281.3871,283.8774,284.7697,285.9526,286.4091,288.0485,289.0239,289.7294,289.5634,288.8578,287.509,285.5998,282.8605,280.4326,274.124,270.2849,266.5287,264.8893,264.5366,265.9477,268.6039,271.6545,274.9748,277.1745,279.3742,279.561,279.893,278.7309,276.5104,273.6259,269.0605,264.4536,263.3329,263.1877,264.3705,264.6196,264.6611,264.1423,262.6274,261.0087,258.9543,257.3771,254.1606,251.8779,251.7326,251.2761,250.9648,249.8234,248.9726,249.3876,249.1594,249.0764,249.1179,248.267,247.1257,244.7599,247.1672,252.3552,255.4472,259.9919,262.2746,265.2214,266.8193,267.6286,268.1682,267.2343,267.1306,265.0554,263.3952,260.822,259.5768,256.6093,253.704,251.3176,248.6406,246.3578,242.9545,238.3476,235.0063,230.1296,226.3112,227.9506,231.9557,235.4006,237.3512,239.7795,241.8754,241.7717,241.8962,241.9999,240.0285,239.2814,236.3551,233.9479,233.5536,233.6781,234.1762,234.3837,235.0063,234.5705,233.5951,232.1425,230.2956,228.6977,225.1491,222.4098,214.8976,209.7304,201.3881,198.3998,197.7358,197.0094,193.8344,192.4648,186.0524,181.5907,177.3366,176.05,174.6388,172.2316,168.9318,167.5622,163.474,162.1459,157.4352,154.0526,150.5041,145.6066,139.9828,135.2306,127.6354,119.6459,112.2582,105.6798,100.6369,89.55531,80.29994,70.58803,55.60512,50.14735,44.60658,40.5392,35.24745,32.59094
85.05214,84.34657,80.9225,81.02626,82.10536,82.49965,85.52943,85.81996,88.08192,88.57997,89.32704,89.28554,90.19862,91.15321,92.19081,93.43593,96.54872,97.95985,101.799,104.2272,108.6266,114.6862,122.3022,130.5199,135.4796,141.2902,144.2577,146.4989,148.3251,149.3004,149.591,148.6986,147.1422,145.8141,146.3744,147.5158,147.8478,146.7065,145.0255,143.3239,152.1435,159.5519,169.6166,177.5441,184.4545,190.7631,194.623,199.2507,202.3219,206.5553,210.3945,214.9184,218.2387,221.974,223.4682,227.9506,229.4655,232.9933,235.4006,238.5966,240.8171,243.0168,243.4941,244.8637,244.1374,244.3864,244.9882,246.0466,245.9221,247.3124,250.5497,256.0905,258.56,262.4406,263.8102,266.0307,266.6118,267.6078,268.7907,270.8452,274.1032,276.9255,278.5234,281.1589,281.1174,283.2548,283.1926,286.4091,286.4299,288.0485,288.4221,288.5051,289.5427,292.0121,293.6516,295.4362,296.8681,297.7812,298.0717,298.051,297.3454,296.7228,294.0873,291.1613,288.2353,282.9435,278.9799,274.1447,271.2602,273.8749,276.8632,279.5817,282.5285,284.2509,285.7451,286.2016,287.2807,288.4221,289.1899,290.4557,289.6049,289.4182,287.924,286.1808,284.3132,279.3742,275.2861,269.6415,266.84,266.1137,265.3251,265.9269,269.683,271.5922,275.9709,277.8801,279.8723,280.059,280.8061,279.2912,277.8386,273.6467,269.7245,264.4536,263.4782,264.5158,264.7648,265.0761,265.4289,264.5781,263.7272,262.2746,259.5353,257.7299,254.1813,252.3552,251.5666,252.6042,251.4628,250.114,249.3046,249.5952,249.4914,249.5952,248.8066,248.267,247.3539,246.0258,247.8312,253.4135,256.6508,261.1955,262.1293,265.7194,267.0268,268.3549,268.1889,268.1059,267.3381,265.2214,262.8557,261.5275,259.0165,258.1865,253.8701,251.3383,248.9103,247.1257,242.6432,240.5473,234.1347,230.8559,226.8923,229.1127,233.1593,235.8363,238.8871,240.5266,241.9792,242.8093,242.6017,242.2075,241.0038,238.9494,236.5212,234.8195,234.1762,234.529,234.1554,235.3383,235.2968,234.861,234.0309,232.2463,230.2126,228.6354,224.8793,222.8041,213.694,211.4321,201.1806,199.6864,197.8603,196.3869,194.623,190.5141,187.7333,181.3625,178.478,177.2121,174.203,172.5844,169.6581,166.3586,165.5077,161.4818,158.7633,154.9242,150.2135,146.9555,140.0658,135.2721,128.922,120.5382,113.5656,107.2362,99.41249,91.38148,80.65273,67.1432,58.67641,50.00209,45.91396,40.80898,35.35121,32.15515
